id,titulo_higienizado,descricao_higienizada,texto_final_higienizado,categoria,prioridade
8517,problema de login,funcionario tentando fazer login no sistema mas esta recebendo erro precisa da ajuda para resolver,problema de login funcionario tentando fazer login no sistema mas esta recebendo erro precisa da ajuda para resolver,Acesso,Media
8518,placa grafica nao reconhecida,tenho o sistema operacional instalado mas quando tento configurar as placas de video da minha pc ele mostra que a placa esta desconectada ainda assim testei com outra gpu e confirmei que ela funciona corretamente,placa grafica nao reconhecida tenho o sistema operacional instalado mas quando tento configurar as placas de video da minha pc ele mostra que a placa esta desconectada ainda assim testei com outra gpu e confirmei que ela funciona corretamente,Hardware,Baixa
8519,problemas intermitentes de conexao,sente se que sua rede wi fi esta tendo problemas ocasionalmente especialmente durante o horario em que trabalha,problemas intermitentes de conexao sente se que sua rede wi fi esta tendo problemas ocasionalmente especialmente durante o horario em que trabalha,Rede,Baixa
8520,suspeita mau funcionamento do sistema voip,ha interrupcoes momentaneas na comunicacao de voz via internet em varias funcoes ocorre perda de chamadas e audio distorcido,suspeita mau funcionamento do sistema voip ha interrupcoes momentaneas na comunicacao de voz via internet em varias funcoes ocorre perda de chamadas e audio distorcido,Comunicação,Baixa
8521,lampada led queimou,a lampada incandescente antiga estragou e agora toda a luminaria esta sem brilho preciso de uma substituicao para continuar o trabalho no escuro,lampada led queimou a lampada incandescente antiga estragou e agora toda a luminaria esta sem brilho preciso de uma substituicao para continuar o trabalho no escuro,Hardware,Baixa
8522,conexao wi fi instavel,tenho dificuldade constante de manter uma conexao confiavel com o meu roteador wi fi pois a internet fica interrompida frequentemente,conexao wi fi instavel tenho dificuldade constante de manter uma conexao confiavel com o meu roteador wi fi pois a internet fica interrompida frequentemente,Comunicação,Media
8523,problema de navegador,funcionario relatou que o seu aplicativo favorito nao esta carregando corretamente no navegador isso afeta a produtividade diaria pois precisa revisar documentos importantes para reunioes,problema de navegador funcionario relatou que o seu aplicativo favorito nao esta carregando corretamente no navegador isso afeta a produtividade diaria pois precisa revisar documentos importantes para reunioes,Acesso,Baixa
8524,lente da camera quase nova,a lente que compro recentemente nao esta funcionando corretamente esta fria ao toque e o angulo de visao parece alterado mas a montadora afirma ser novidade,lente da camera quase nova a lente que compro recentemente nao esta funcionando corretamente esta fria ao toque e o angulo de visao parece alterado mas a montadora afirma ser novidade,Hardware,Baixa
8525,nao consegui conectar,tentei ligar meu computador a rede wi fi mas nao consigo fazer o login acessos anteriores funcionavam normalmente,nao consegui conectar tentei ligar meu computador a rede wi fi mas nao consigo fazer o login acessos anteriores funcionavam normalmente,Rede,Media
8526,painel lcd fraturou,ha uma pequena rachadura no painel da tela do meu laptop que estraga a visao quando o computador esta ligado,painel lcd fraturou ha uma pequena rachadura no painel da tela do meu laptop que estraga a visao quando o computador esta ligado,Hardware,Baixa
8527,ajuste do volume,tempo de uso recente o som e muito alto e dificil ouvir gostaria se alguem pudesse ajustar o nivel,ajuste do volume tempo de uso recente o som e muito alto e dificil ouvir gostaria se alguem pudesse ajustar o nivel,Hardware,Baixa
8528,mouse sem resposta,o mouse nao esta funcionando ele fica preso no lugar e o cursor do windows permanece fixado,mouse sem resposta o mouse nao esta funcionando ele fica preso no lugar e o cursor do windows permanece fixado,Hardware,Alta
8529,banco de dados lento,os usuarios estao enfrentando atrasos significativos ao inserir ou consultar registros no banco de dados levando a uma experiencia desafortunada para o sistema crm,banco de dados lento os usuarios estao enfrentando atrasos significativos ao inserir ou consultar registros no banco de dados levando a uma experiencia desafortunada para o sistema crm,Banco de Dados,Alta
8530,comunicacao via chat,preciso de ajuda para configurar o recurso de chat entre usuarios,comunicacao via chat preciso de ajuda para configurar o recurso de chat entre usuarios,Comunicação,Baixa
8531,perfil de rede desconhecido,suspeita que o perfil da minha conexao wi fi esta configurado incorretamente levando a problemas intermitentes na ligacao a internet,perfil de rede desconhecido suspeita que o perfil da minha conexao wi fi esta configurado incorretamente levando a problemas intermitentes na ligacao a internet,Rede,Baixa
8532,placa grafica falha,o monitor esta totalmente preto apesar do computador estar ligado e as configuracoes corretas serem verificadas,placa grafica falha o monitor esta totalmente preto apesar do computador estar ligado e as configuracoes corretas serem verificadas,Hardware,Baixa
8533,rede de casa instavel,a rede wi fi da minha residencia fica constantemente perdendo sinal o que me impede de trabalhar remotamente e atender as necessidades familiares,rede de casa instavel a rede wi fi da minha residencia fica constantemente perdendo sinal o que me impede de trabalhar remotamente e atender as necessidades familiares,Rede,Alta
8534,problemas intermitentes de conexao,viagens recorrentes do wi fi durante o horario pico resultando em limitacoes na navegacao da internet e atualizacoes dos aplicativos,problemas intermitentes de conexao viagens recorrentes do wi fi durante o horario pico resultando em limitacoes na navegacao da internet e atualizacoes dos aplicativos,Rede,Baixa
8535,sistema de vendas indisponivel,funcionario relata que o sistema de vendas nao esta respondendo e as tentativas alternadas para solucionar estao falhando,sistema de vendas indisponivel funcionario relata que o sistema de vendas nao esta respondendo e as tentativas alternadas para solucionar estao falhando,Acesso,Baixa
8536,dificuldade na conexao wi fi,a rede sem fio da empresa nao esta disponivel no ultimo andar mas funcionou normalmente em outras areas,dificuldade na conexao wi fi a rede sem fio da empresa nao esta disponivel no ultimo andar mas funcionou normalmente em outras areas,Infraestrutura,Baixa
8537,lente do zoom desligando,a lente optica do meu telefone nao mantem o zoom ativado obrigado pela assistencia,lente do zoom desligando a lente optica do meu telefone nao mantem o zoom ativado obrigado pela assistencia,Hardware,Baixa
8538,perfil de conta atualizado,funcionario precisa informar que recentemente alterou o perfil da conta e deseja garantir a autenticacao correta,perfil de conta atualizado funcionario precisa informar que recentemente alterou o perfil da conta e deseja garantir a autenticacao correta,Acesso,Baixa
8539,monitor fica cinza,o monitor exibe cor azul cinza quando conectado ao pc nao consegui restaurar o normal pois ja limpei a porta e troquei os cabos,monitor fica cinza o monitor exibe cor azul cinza quando conectado ao pc nao consegui restaurar o normal pois ja limpei a porta e troquei os cabos,Hardware,Baixa
8540,dispositivo de resfriamento nao funciona,a maquina da impressora esta superaquecendo e o sistema automatico que abre para ventilar a calor parou inesperadamente,dispositivo de resfriamento nao funciona a maquina da impressora esta superaquecendo e o sistema automatico que abre para ventilar a calor parou inesperadamente,Rede,Alta
8541,lampada led desligando aleatoriamente,a lampada do meu quarto comeca a piscar e depois se apaga isso acontece varias vezes ao dia mas nao vem com nenhum historico de queda ou ruido,lampada led desligando aleatoriamente a lampada do meu quarto comeca a piscar e depois se apaga isso acontece varias vezes ao dia mas nao vem com nenhum historico de queda ou ruido,Hardware,Baixa
8542,som mudo no computador,o som de trabalho do pc nao esta funcionando mesmo que o volume esteja configurado corretamente na tela,som mudo no computador o som de trabalho do pc nao esta funcionando mesmo que o volume esteja configurado corretamente na tela,Hardware,Baixa
8543,problema de login,usuario tentando recuperar senha falhou pois o e mail nao foi enviado recentemente precisa verificar se a conta esta ativa,problema de login usuario tentando recuperar senha falhou pois o e mail nao foi enviado recentemente precisa verificar se a conta esta ativa,Acesso,Baixa
8544,consulta no banco lento,o usuario reportou que as consultas nos ultimos dias estao mais lentas do que o habitual acredita se que haja algum problema de indexacao ou otimizacao,consulta no banco lento o usuario reportou que as consultas nos ultimos dias estao mais lentas do que o habitual acredita se que haja algum problema de indexacao ou otimizacao,Banco de Dados,Baixa
8545,luz led fraca,a lampada de resposta da minha placa mae esta muito mais baixa do que o normal normalmente e bem brilhante e visivel no meu monitor,luz led fraca a lampada de resposta da minha placa mae esta muito mais baixa do que o normal normalmente e bem brilhante e visivel no meu monitor,Hardware,Baixa
8546,gravacao automatica falha,o sistema de gravacoes no meio da manha apresenta inconsistencias ocasionalmente nao registrando o audio,gravacao automatica falha o sistema de gravacoes no meio da manha apresenta inconsistencias ocasionalmente nao registrando o audio,Rede,Baixa
